teks
"b""RT @Rizmaya__: Semula Mencibir, Kini Terpana dgn 'Kesaktian' Pawang Hujan #MotoGPMandalika\n\nSesaat kemudian, setelah pawang melaukan ritual\xe2\x80\xa6"""
b'RT @__wantaNKRI: Pak Ganjar... \nPak ganjar..... \nDemikian bunyi sambutan penonton #MotoGPMandalika pada Gubernur Jateng @ganjarpranowo yang\xe2\x80\xa6'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'Dpt di grup trnyata  sampe jam 2 pagi msh ada penumpang ga bisa pulang.. sad bgt acara kali ini #MotoGPMandalika  yg di UP hanya tribun VVIP yg 15 jt . Kita2 yg beli harga 1,5 jt dibeginikan . So sad \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad https://t.co/HG0OBllzKt'"
b'Dapat bis jam 10 malem pdhl acara selesai jam 5 sore dan diluar msh ribuan orang ... \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad #MotoGPMandalika  penonton terlantar https://t.co/RYMmg1fOb3'
"b'RT @Mancode_ID: Dirancang Tuksedo Studio, trofi MotoGP, Moto2, Moto3, dan Asian Cup Talent di Mandalika terinpsirasi dari \xe2\x80\x9cObor\xe2\x80\x9d yang melam\xe2\x80\xa6'"
"b'Alhamdulillah, #bocil #Thailand #BuronanInternasional yg sdh mengejek @siwonchoi dg acungkan #JariTengah , sdh tertangkap n sdg di #ruqyah agar #tobat jelang #Ramadhan . \xf0\x9f\x98\x8e\xf0\x9f\xa4\xa3\xf0\x9f\x91\xbb. Cc: @UNICEF , @DPR_RI , @luculucuaaan , @corbuzier , @MataNajwa , @univ_indonesia , #MotoGPMandalika https://t.co/tPJnkVLUI3'"
b'#MotoGPMandalika penonton terlantar https://t.co/R7WcJyGHkJ'
b'Yg lg viral\n#MotoGP #MotoGPMandalika https://t.co/AHB60Z04py'
"b'terimakasih kepada @jokowi @pertamina @KemenBUMN @MotoGP yg sukses mewujudkan dan melaksanakan event internasional #MotoGPMandalika2022 sekaligus memberikan hiburan langsung kepada masyarakat yg mampu, bagi kami yg gak mampu cukup menonton dari rumah saja.. \xf0\x9f\x98\x85\n#MotoGPMandalika'"
b'RT @Rizmaya__: Indonesia Raya \n\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\n\nSirkuit Mandalika \n#IndonesianGP \n#MotoGPMandalika https://t.co/nJytZy9n29'
b'Luar Biasa\n\n#MotoGP \n#MotoGPMandalika https://t.co/lv08fu7sZw'
b'Pengalaman ak nonton #MotoGPMandalika  #penontonterlantar https://t.co/95f0D9F4wa'
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @leonisecret: Dari postingan para pembalap di social media, unique selling point MotoGP Mandalika berpotensi memulai sport tourism Indon\xe2\x80\xa6'"
"b'Selain itu byk hal lain yg bikin MotoGP di Mandalika ini makin seru &amp; menarik, kayak pawang hujan yg redakan gerimis sblm balapan, crashnya Jorge Martin, &amp; aksi lempar helm dari Espargaro!\n\n#MesinBersihMaksimal #EvalubeLubricants #EvalubeJalanBareng #IndonesianGP #MotoGPMandalika https://t.co/GxV8WLpv0y'"
"b'Mirisnya Sampah Penonton #MotoGP Mandalika, Bikin Petugas Kebersihan Mengeluh\nhttps://t.co/WFkP8bCCtW, #Nasional\xe2\x80\x93 Di balik suksesnya gelaran ...\n.\nBaca selengkapnya : https://t.co/hZkuE6FOWI\n.\n#KanalViral #MotoGPMandalika #PetugasKebersihan #SampahPenonton #SirkuitMandalika https://t.co/BKiQOq30mB'"
b'RT @R_min80: RARA ISTIANI WULANDARI.\n.\n.\nSatu sosok pawang hujan pada even #MotoGPMandalika sekaligus pendobrak geriliya budaya sang Jokowi\xe2\x80\xa6'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'Meskipun tradisi yang sudah ada dari zaman dahulu, aksi pawang hujan di srikuit mandalika menuai pro dan kontra. Bagaimana hukumnya dalam islam?\n\n#KISWAHKilat #Khidmatuntukrakyat  #PawangHujan #Mandalika #indonesiamotogp #rara #motogp #motogpindonesia #motogpmandalika https://t.co/D9AhQBb37U'"
"b'Ini kegiatan pas lagi Qday 1 #MotoGPMandalika. bsa nikmatin VIP Lounge, serta bebas milih merchandise dari gojek buat para pemenang #AlaAnakSultan dari #GoClub https://t.co/CspKH4IhF3'"
b'hingga penciptaan lapangan usaha mandiri dengan lebih luas melalui pendampingan berkelanjutan. \n\n#FutureIsOurs\n#PupukKaltimMasaDepanKita\n#BUMNuntukIndonesia\n#PupukKaltim\n#PKT\n#MitraBinaanPKT\n#MotoGPMandalika'
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
b'RT @R_min80: RARA ISTIANI WULANDARI.\n.\n.\nSatu sosok pawang hujan pada even #MotoGPMandalika sekaligus pendobrak geriliya budaya sang Jokowi\xe2\x80\xa6'
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
b'RT @CovenVi: Akhirnya pawang hujan turun... \n\n#MotoGPMandalika #IndonesiaGP https://t.co/LoUvQ8vUiB'
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'Produk pesantren dan Usaha Mikro, Kecil, dan Menengah Jawa Barat dipamerkan pada ""Mandalika Experience Expo 2022"" dalam Event Grand Prix Moto GP Mandalika. #produkpesantren #UMKM #Mandalika #MandalikaExperienceExpo2022 #MotoGPMandalika\n\nhttps://t.co/HSkezpV2tM'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @asuransiinaja: Kayak pepatah yang bilang, sedia payung sebelum hujan\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\n\n#FinancialFreedom #AsuransiinAja #FinancialPlanning #FinancialC\xe2\x80\xa6'"
"b'Kayak pepatah yang bilang, sedia payung sebelum hujan\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\n\n#FinancialFreedom #AsuransiinAja #FinancialPlanning #FinancialConsultant #Asuransi #PawangHujan #Payung #MotoGP #Mandalika #MotoGPMandalika https://t.co/bRttZJDMXk'"
"b'RT @Wandystjk: Wow, luar biasa full penonton\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9c\x8a\xe2\x9c\x8a\n#MotoGPMandalika \n#IndonesianGP \n.\n. https://t.co/SQGUWS8xXP'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @apnmoa: Pada tahun 1997  @Anggun_Cipta mengenalkan "" Pawang Hujan "" pada Dunia dalam lagunya yang berjudul Pluies. Hari ini, @MotoGP me\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'Roy Suryo Unggah Foto Pawan Hujan di MotoGP Mandalika: Terkesan \xe2\x80\x9cMenantang\xe2\x80\x9d Kehendak Allah SWT https://t.co/ZiiGgy1FRK #MotoGPMandalika #PawanHujan #RoySuryo'
b'Piala MotoGP Mandalika Hasil Karya Pelaku Ekonomi Kreatif dari Bali\n\nBaca selengkapnya disini!\nhttps://t.co/Bj4yIOzM4A\n\n#MataIndonesia #motogpmandalika #pialamotogp #hasilkarya #ekonomikreatif #bali'
b'RT @strobevly: Keseruan Presiden Jokowi dan Ibu Iriana Jokowi menonton MotoGP Mandalika..\n\nSukses #MotoGPMandalika \n\n#MotoGP \n#IndonesiaGP\xe2\x80\xa6'
"b'RT @Wandystjk: Wow, luar biasa full penonton\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9c\x8a\xe2\x9c\x8a\n#MotoGPMandalika \n#IndonesianGP \n.\n. https://t.co/SQGUWS8xXP'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @Wandystjk: Wow, luar biasa full penonton\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9c\x8a\xe2\x9c\x8a\n#MotoGPMandalika \n#IndonesianGP \n.\n. https://t.co/SQGUWS8xXP'"
"b'RT @leonisecret: Dari postingan para pembalap di social media, unique selling point MotoGP Mandalika berpotensi memulai sport tourism Indon\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'RT @BiLLRaY2019: Bikin merinding...Indonesia Raya berkumandang di Mandalika\n\n#IndonesianGP \n#MotoGPMandalika https://t.co/4LvMAWkkoO'
"b'RT @Wandystjk: Wow, luar biasa full penonton\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9c\x8a\xe2\x9c\x8a\n#MotoGPMandalika \n#IndonesianGP \n.\n. https://t.co/SQGUWS8xXP'"
"b'RT @dmcddofficial: Marquez memberikan pelajaran, bahwa saat kita jatuh berkali-kali maka harus bangkit kembali dan jika masih gagal, jangan\xe2\x80\xa6'"
b'RT @BiLLRaY2019: Bikin merinding...Indonesia Raya berkumandang di Mandalika\n\n#IndonesianGP \n#MotoGPMandalika https://t.co/4LvMAWkkoO'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'#SobatParekraf ada yang nonton langsung #MotoGP kemarin? Ceritain dong pengalaman serumu \xf0\x9f\x98\x89\xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\n\n#IndonesianGP\n#MotoGPMandalika\n#WonderfulIndonesia\n#BangkitBersamaKemenparekraf'
"b'Tingkah fansnya yang bikin @FabioQ20 ngakak\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nBeruntung aksi narik perhatian idolanya ketangkep kamera, langsung ditanggepin idola dan go international, nih\xf0\x9f\x98\x84\n\n#IndonesianGP #MotoGP #MotoGPMandalika https://t.co/PYrfX7bAgK'"
"b'RT @deeepi13: Setelah 25 Tahun, INDONESIA sukses gelar #MotoGPMandalika \n\nPODIUM #1 MIGUEL OLIVEIRA, diserahkan langsung oleh Presiden RI @\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'Sosok Rara Istiani Wulandari mendadak jadi sorotan publik usai menjadi pawang hujan untuk mengendalikan cuaca di Mandalika selama perhelatan akbar MotoGP 2022 digelar.#pawanghujan #mandalikagp #motogpmandalika #indonesiangp #mandalikacircuit #motogpindonesia #RaraIstianiWulandari https://t.co/gLzECtpe1V'
"b'RT @ofathurahman: Hujan bagian dari semesta, manusia mngkn sj mnjadikannya ""mitra"", yg bs diajak ""bicara"". Pawang hujan bagian dr kearifan\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'PaninBank mengucapkan selamat atas kesuksesan penyelenggaraan MotoGP di Sirkuit Mandalika yang berlangsung pada tanggal 18-20 Maret 2022!\n\nMari dukung event yang mengharumkan nama Indonesia di mata dunia!\n\n#IndonesiaGP #MotoGP #motoGPMandalika #motoGPIndonesia https://t.co/knJ3nbV9Vs'
"b'@geloraco Pawang hujan memohon kepada yang Kuasa supaya hujan berhenti ,terus apa bedanya jemaah memohon kepada yg Kuasa supaya dibukakan pintu rezeki. ? #kearifanlokal #MotoGPMandalika'"
"b'RT @AnsoriemuqthoA: Punya sirkuit sendiri, sukses ngadain perhelatan Akbar kelas dunia. Kalo blm bisa ngasih sumbangsih nyata ke negara min\xe2\x80\xa6'"
"b'RT @AnsoriemuqthoA: Punya sirkuit sendiri, sukses ngadain perhelatan Akbar kelas dunia. Kalo blm bisa ngasih sumbangsih nyata ke negara min\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @DaraSagita99: #IndonesianGP\n#MandalikaKitaBangga \n\nWNI yg iri dengki berusaha untuk memframing event internasional ini jd jelek, sement\xe2\x80\xa6'"
"b'Mbak Rara Sipawang Hujan MotoGP 2022 Mandalika, Ramai Dibicarakan Dunia https://t.co/W6fhSrUF5X #MotoGPMandalika #PawangHujan'"
b'RT @__wantaNKRI: Pak Ganjar... \nPak ganjar..... \nDemikian bunyi sambutan penonton #MotoGPMandalika pada Gubernur Jateng @ganjarpranowo yang\xe2\x80\xa6'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'Menjajal sirkuit baru, pembalap Red Bull KTM, Miguel Oliveira, sukses menjadi pemenang balapan MotoGP Mandalika atau MotoGP Indonesia 2022. \n\n#MotoGP #Motogpmandalika #MiguelOliveira #sumaid\nhttps://t.co/kNgAZoA0Z3'"
b'RT @__wantaNKRI: Pak Ganjar... \nPak ganjar..... \nDemikian bunyi sambutan penonton #MotoGPMandalika pada Gubernur Jateng @ganjarpranowo yang\xe2\x80\xa6'
b'@corongbangsa_ @nicnohan1 @RonaldLampard8 \xf0\x9f\x98\x82 coba mana yg ada bahas agama sama ras?? \n\nKok #MotoGPMandalika jadi ke agama sih?? \n\nMakin ngawur \xf0\x9f\xa4\x94'
b'RT @wongAyoe2021: Percaya diri dan yakin... \nKearifan Lokal Nusantara yang mendunia\n\nHanya di Indonesia penyelenggaraan balap MotoGP menggu\xe2\x80\xa6'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b""RT @Rizmaya__: Semula Mencibir, Kini Terpana dgn 'Kesaktian' Pawang Hujan #MotoGPMandalika\n\nSesaat kemudian, setelah pawang melaukan ritual\xe2\x80\xa6"""
"b'RT @sportstarsdotid: Balapan di Sirkuit Mandalika berjalan lancar, MotoGP ucapkan terima kasih kepada pawang hujan\n#MotoGPMandalika #Sirkui\xe2\x80\xa6'"
"b'RT @sportstarsdotid: Balapan di Sirkuit Mandalika berjalan lancar, MotoGP ucapkan terima kasih kepada pawang hujan\n#MotoGPMandalika #Sirkui\xe2\x80\xa6'"
b'Bahas #MotoGPMandalika lari nya ke politik \xf0\x9f\x98\x82 https://t.co/2n5EadRrdK'
"b'Heboh Pawang Hujan Mandalika, PKS Sebut Haram, di Islam Ada Doa Memohon Hujan Reda https://t.co/eEbfZ440W3 #Azwar #MotoGPMandalika #Pawang #PawangHujan'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'RT @BiLLRaY2019: Bikin merinding...Indonesia Raya berkumandang di Mandalika\n\n#IndonesianGP \n#MotoGPMandalika https://t.co/4LvMAWkkoO'
b'RT @__wantaNKRI: Pak Ganjar... \nPak ganjar..... \nDemikian bunyi sambutan penonton #MotoGPMandalika pada Gubernur Jateng @ganjarpranowo yang\xe2\x80\xa6'
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'Satu peran yang gak boleh diabaikan dalam setiap perhelatan besar yakni Pawang Hujan.\n\n\xf0\x9f\x93\x8dMotoGP Live dari Mandalika\n\xf0\x9f\x93\xb9@andregondre @magazinetrans7 \n#motogpmandalika #motogpindonesia \n#mandalika #lombok #ntb #pertamina \n#pertaminamandalikacircuit #pawang #pawanghujan #hujan #fyp https://t.co/6IcxSLqmTs'
b'Selengkapnya di : https://t.co/MEKPwZ1p59\n.\n#beritaterkini #beritaeditornews #akurataktualdanterpercaya #editornews #editornewspr #motogp #motogpmandalika #mandalika #mandalikacircuit #jokowi #nusatenggarabarat #ntb #IndonesianGP \xf0\x9f\x87\xae\xf0\x9f\x87\xa9 #MotoGP #FB63\n#Motorcycle #Racing #Motorsport https://t.co/WBRFsIc0ji'
b'@aniesbaswedan @MotoGP saya nonton #MotoGPMandalika di @TRANS7 dari pagi sampai selesai. tapi kok orang ini gak di sorot ya?\nheran..\xf0\x9f\x98\x85'
b'RT @v_frontline_pc: Kearifan lokal Indonesia. Pawang hujan. #MotoGPMandalika \xf0\x9f\x91\x8d'
b'RT @R_min80: RARA ISTIANI WULANDARI.\n.\n.\nSatu sosok pawang hujan pada even #MotoGPMandalika sekaligus pendobrak geriliya budaya sang Jokowi\xe2\x80\xa6'
"b'RT @BloggerHubid: #IndonesianGP yang sedang menjadi pembicaraan banyak orang, tidak hanya bisa dimanfaatkan oleh #Bloggers otomotif loh.\n\nU\xe2\x80\xa6'"
"b'RT @aniesbaswedan: Hujan deras tidak menyurutkan semangat ribuan penonton di tribun Sirkuit Mandalika hari ini. Alhamdulillah, dapat kembal\xe2\x80\xa6'"
b'RT @BiLLRaY2019: Luar biasa Sirkuit Mandalika karya Presiden Jokowi. Jasamu akan selalu dikenang bangsa ini utk selamanya\n\nTerima kasih Pak\xe2\x80\xa6'
